Red Player wins: 0 | Yellow Player Wins: 1 | Round Count: 1
Red Player wins: 987 | Yellow Player Wins: 6126 | Round Count: 7113
Red Player wins: 987 | Yellow Player Wins: 6127 | Round Count: 7114
Red Player wins: 987 | Yellow Player Wins: 6128 | Round Count: 7115
Red Player wins: 987 | Yellow Player Wins: 6129 | Round Count: 7116
Red Player wins: 987 | Yellow Player Wins: 6130 | Round Count: 7117
Red Player wins: 987 | Yellow Player Wins: 6131 | Round Count: 7118
Red Player wins: 987 | Yellow Player Wins: 6132 | Round Count: 7119
Red Player wins: 987 | Yellow Player Wins: 6133 | Round Count: 7120
Red Player wins: 987 | Yellow Player Wins: 6134 | Round Count: 7121
Red Player wins: 987 | Yellow Player Wins: 6135 | Round Count: 7122
Red Player wins: 987 | Yellow Player Wins: 6136 | Round Count: 7123
Red Player wins: 987 | Yellow Player Wins: 6137 | Round Count: 7124
Red Player wins: 987 | Yellow Player Wins: 6138 | Round Count: 7125
Red Player wins: 987 | Yellow Player Wins: 6139 | Round Count: 7126
Red Player wins: 987 | Yellow Player Wins: 6140 | Round Count: 7127
Red Player wins: 988 | Yellow Player Wins: 6140 | Round Count: 7128
Red Player wins: 988 | Yellow Player Wins: 6141 | Round Count: 7129
Red Player wins: 988 | Yellow Player Wins: 6142 | Round Count: 7130
Red Player wins: 988 | Yellow Player Wins: 6143 | Round Count: 7131
Red Player wins: 988 | Yellow Player Wins: 6144 | Round Count: 7132
Red Player wins: 988 | Yellow Player Wins: 6145 | Round Count: 7133
Red Player wins: 988 | Yellow Player Wins: 6146 | Round Count: 7134
Red Player wins: 988 | Yellow Player Wins: 6147 | Round Count: 7135
Red Player wins: 988 | Yellow Player Wins: 6148 | Round Count: 7136
Red Player wins: 988 | Yellow Player Wins: 6149 | Round Count: 7137
Red Player wins: 989 | Yellow Player Wins: 6149 | Round Count: 7138
Red Player wins: 989 | Yellow Player Wins: 6150 | Round Count: 7139
Red Player wins: 989 | Yellow Player Wins: 6151 | Round Count: 7140
Red Player wins: 990 | Yellow Player Wins: 6151 | Round Count: 7141
Red Player wins: 990 | Yellow Player Wins: 6152 | Round Count: 7142
Red Player wins: 990 | Yellow Player Wins: 6153 | Round Count: 7143
Red Player wins: 990 | Yellow Player Wins: 6154 | Round Count: 7144
Red Player wins: 991 | Yellow Player Wins: 6154 | Round Count: 7145
Red Player wins: 991 | Yellow Player Wins: 6155 | Round Count: 7146
Red Player wins: 991 | Yellow Player Wins: 6156 | Round Count: 7147
Red Player wins: 991 | Yellow Player Wins: 6157 | Round Count: 7148
Red Player wins: 991 | Yellow Player Wins: 6158 | Round Count: 7149
Red Player wins: 991 | Yellow Player Wins: 6159 | Round Count: 7150
Red Player wins: 991 | Yellow Player Wins: 6160 | Round Count: 7151
Red Player wins: 991 | Yellow Player Wins: 6161 | Round Count: 7152
Red Player wins: 991 | Yellow Player Wins: 6162 | Round Count: 7153
Red Player wins: 991 | Yellow Player Wins: 6163 | Round Count: 7154
Red Player wins: 991 | Yellow Player Wins: 6164 | Round Count: 7155
Red Player wins: 992 | Yellow Player Wins: 6164 | Round Count: 7156
Red Player wins: 992 | Yellow Player Wins: 6165 | Round Count: 7157
Red Player wins: 992 | Yellow Player Wins: 6166 | Round Count: 7158
Red Player wins: 992 | Yellow Player Wins: 6167 | Round Count: 7159
Red Player wins: 992 | Yellow Player Wins: 6168 | Round Count: 7160
Red Player wins: 993 | Yellow Player Wins: 6168 | Round Count: 7161
Red Player wins: 993 | Yellow Player Wins: 6169 | Round Count: 7162
Red Player wins: 993 | Yellow Player Wins: 6170 | Round Count: 7163
Red Player wins: 993 | Yellow Player Wins: 6171 | Round Count: 7164
Red Player wins: 994 | Yellow Player Wins: 6171 | Round Count: 7165
Red Player wins: 995 | Yellow Player Wins: 6171 | Round Count: 7166
Red Player wins: 995 | Yellow Player Wins: 6172 | Round Count: 7167
Red Player wins: 995 | Yellow Player Wins: 6173 | Round Count: 7168
Red Player wins: 995 | Yellow Player Wins: 6174 | Round Count: 7169
Red Player wins: 995 | Yellow Player Wins: 6175 | Round Count: 7170
Red Player wins: 996 | Yellow Player Wins: 6175 | Round Count: 7171
Red Player wins: 996 | Yellow Player Wins: 6176 | Round Count: 7172
Red Player wins: 996 | Yellow Player Wins: 6177 | Round Count: 7173
Red Player wins: 996 | Yellow Player Wins: 6178 | Round Count: 7174
Red Player wins: 996 | Yellow Player Wins: 6179 | Round Count: 7175
Red Player wins: 996 | Yellow Player Wins: 6180 | Round Count: 7176
Red Player wins: 996 | Yellow Player Wins: 6181 | Round Count: 7177
Red Player wins: 996 | Yellow Player Wins: 6182 | Round Count: 7178
Red Player wins: 997 | Yellow Player Wins: 6182 | Round Count: 7179
Red Player wins: 998 | Yellow Player Wins: 6182 | Round Count: 7180
Red Player wins: 998 | Yellow Player Wins: 6183 | Round Count: 7181
Red Player wins: 998 | Yellow Player Wins: 6184 | Round Count: 7182
Red Player wins: 998 | Yellow Player Wins: 6185 | Round Count: 7183
Red Player wins: 998 | Yellow Player Wins: 6186 | Round Count: 7184
Red Player wins: 998 | Yellow Player Wins: 6187 | Round Count: 7185
Red Player wins: 998 | Yellow Player Wins: 6188 | Round Count: 7186
Red Player wins: 999 | Yellow Player Wins: 6188 | Round Count: 7187
Red Player wins: 999 | Yellow Player Wins: 6189 | Round Count: 7188
Red Player wins: 1000 | Yellow Player Wins: 6189 | Round Count: 7189
Red Player wins: 1000 | Yellow Player Wins: 6190 | Round Count: 7190
Red Player wins: 1000 | Yellow Player Wins: 6191 | Round Count: 7191
Red Player wins: 1000 | Yellow Player Wins: 6192 | Round Count: 7192
Red Player wins: 1000 | Yellow Player Wins: 6193 | Round Count: 7193
Red Player wins: 1000 | Yellow Player Wins: 6194 | Round Count: 7194
Red Player wins: 1000 | Yellow Player Wins: 6195 | Round Count: 7195
Red Player wins: 1000 | Yellow Player Wins: 6196 | Round Count: 7196
Red Player wins: 1000 | Yellow Player Wins: 6197 | Round Count: 7197
Red Player wins: 1000 | Yellow Player Wins: 6198 | Round Count: 7198
Red Player wins: 1000 | Yellow Player Wins: 6199 | Round Count: 7199
Red Player wins: 1000 | Yellow Player Wins: 6200 | Round Count: 7200
Red Player wins: 1000 | Yellow Player Wins: 6201 | Round Count: 7201
Red Player wins: 1000 | Yellow Player Wins: 6202 | Round Count: 7202
Red Player wins: 1000 | Yellow Player Wins: 6203 | Round Count: 7203
Red Player wins: 1000 | Yellow Player Wins: 6204 | Round Count: 7204
Red Player wins: 1000 | Yellow Player Wins: 6205 | Round Count: 7205
Red Player wins: 1000 | Yellow Player Wins: 6206 | Round Count: 7206
Red Player wins: 1000 | Yellow Player Wins: 6207 | Round Count: 7207
Red Player wins: 1000 | Yellow Player Wins: 6208 | Round Count: 7208
Red Player wins: 1000 | Yellow Player Wins: 6209 | Round Count: 7209
Red Player wins: 1000 | Yellow Player Wins: 6210 | Round Count: 7210
Red Player wins: 1000 | Yellow Player Wins: 6211 | Round Count: 7211
Red Player wins: 1000 | Yellow Player Wins: 6212 | Round Count: 7212
Red Player wins: 1000 | Yellow Player Wins: 6213 | Round Count: 7213
Red Player wins: 1000 | Yellow Player Wins: 6214 | Round Count: 7214
Red Player wins: 1000 | Yellow Player Wins: 6215 | Round Count: 7215
Red Player wins: 1000 | Yellow Player Wins: 6216 | Round Count: 7216
Red Player wins: 1000 | Yellow Player Wins: 6217 | Round Count: 7217
Red Player wins: 1000 | Yellow Player Wins: 6218 | Round Count: 7218
Red Player wins: 1000 | Yellow Player Wins: 6219 | Round Count: 7219
Red Player wins: 1000 | Yellow Player Wins: 6220 | Round Count: 7220
Red Player wins: 1000 | Yellow Player Wins: 6221 | Round Count: 7221
Red Player wins: 1000 | Yellow Player Wins: 6222 | Round Count: 7222
Red Player wins: 1000 | Yellow Player Wins: 6223 | Round Count: 7223
Red Player wins: 1000 | Yellow Player Wins: 6224 | Round Count: 7224
Red Player wins: 1000 | Yellow Player Wins: 6225 | Round Count: 7225
Red Player wins: 1000 | Yellow Player Wins: 6226 | Round Count: 7226
Red Player wins: 1000 | Yellow Player Wins: 6227 | Round Count: 7227
Red Player wins: 1000 | Yellow Player Wins: 6228 | Round Count: 7228
Red Player wins: 1000 | Yellow Player Wins: 6229 | Round Count: 7229
Red Player wins: 1000 | Yellow Player Wins: 6230 | Round Count: 7230
Red Player wins: 1000 | Yellow Player Wins: 6231 | Round Count: 7231
Red Player wins: 1000 | Yellow Player Wins: 6232 | Round Count: 7232
Red Player wins: 1000 | Yellow Player Wins: 6233 | Round Count: 7233
Red Player wins: 1000 | Yellow Player Wins: 6234 | Round Count: 7234
Red Player wins: 1000 | Yellow Player Wins: 6235 | Round Count: 7235
Red Player wins: 1000 | Yellow Player Wins: 6236 | Round Count: 7236
Red Player wins: 1000 | Yellow Player Wins: 6237 | Round Count: 7237
Red Player wins: 1000 | Yellow Player Wins: 6238 | Round Count: 7238
Red Player wins: 1000 | Yellow Player Wins: 6239 | Round Count: 7239
Red Player wins: 1000 | Yellow Player Wins: 6240 | Round Count: 7240
Red Player wins: 1000 | Yellow Player Wins: 6241 | Round Count: 7241
Red Player wins: 1000 | Yellow Player Wins: 6242 | Round Count: 7242
Red Player wins: 1000 | Yellow Player Wins: 6243 | Round Count: 7243
Red Player wins: 1000 | Yellow Player Wins: 6244 | Round Count: 7244
Red Player wins: 1000 | Yellow Player Wins: 6245 | Round Count: 7245
Red Player wins: 1000 | Yellow Player Wins: 6246 | Round Count: 7246
Red Player wins: 1000 | Yellow Player Wins: 6247 | Round Count: 7247
Red Player wins: 1000 | Yellow Player Wins: 6248 | Round Count: 7248
Red Player wins: 1000 | Yellow Player Wins: 6249 | Round Count: 7249
Red Player wins: 1000 | Yellow Player Wins: 6250 | Round Count: 7250
Red Player wins: 1000 | Yellow Player Wins: 6251 | Round Count: 7251
Red Player wins: 1000 | Yellow Player Wins: 6252 | Round Count: 7252
Red Player wins: 1000 | Yellow Player Wins: 6253 | Round Count: 7253
Red Player wins: 1000 | Yellow Player Wins: 6254 | Round Count: 7254
Red Player wins: 1000 | Yellow Player Wins: 6255 | Round Count: 7255
Red Player wins: 1000 | Yellow Player Wins: 6256 | Round Count: 7256
Red Player wins: 1000 | Yellow Player Wins: 6257 | Round Count: 7257
Red Player wins: 1000 | Yellow Player Wins: 6258 | Round Count: 7258
Red Player wins: 1000 | Yellow Player Wins: 6259 | Round Count: 7259
Red Player wins: 1000 | Yellow Player Wins: 6260 | Round Count: 7260
Red Player wins: 1000 | Yellow Player Wins: 6261 | Round Count: 7261
Red Player wins: 1000 | Yellow Player Wins: 6262 | Round Count: 7262
Red Player wins: 1000 | Yellow Player Wins: 6263 | Round Count: 7263
Red Player wins: 1001 | Yellow Player Wins: 6263 | Round Count: 7264
Red Player wins: 1001 | Yellow Player Wins: 6264 | Round Count: 7265
Red Player wins: 1001 | Yellow Player Wins: 6265 | Round Count: 7266
Red Player wins: 1001 | Yellow Player Wins: 6266 | Round Count: 7267
Red Player wins: 1001 | Yellow Player Wins: 6267 | Round Count: 7268
Red Player wins: 1001 | Yellow Player Wins: 6268 | Round Count: 7269
Red Player wins: 1001 | Yellow Player Wins: 6269 | Round Count: 7270
Red Player wins: 1001 | Yellow Player Wins: 6270 | Round Count: 7271
Red Player wins: 1001 | Yellow Player Wins: 6271 | Round Count: 7272
Red Player wins: 1002 | Yellow Player Wins: 6271 | Round Count: 7273
Red Player wins: 1002 | Yellow Player Wins: 6272 | Round Count: 7274
Red Player wins: 1003 | Yellow Player Wins: 6272 | Round Count: 7275
Red Player wins: 1003 | Yellow Player Wins: 6273 | Round Count: 7276
Red Player wins: 1003 | Yellow Player Wins: 6274 | Round Count: 7277
Red Player wins: 1003 | Yellow Player Wins: 6275 | Round Count: 7278
Red Player wins: 1003 | Yellow Player Wins: 6276 | Round Count: 7279
Red Player wins: 1004 | Yellow Player Wins: 6276 | Round Count: 7280
Red Player wins: 1004 | Yellow Player Wins: 6277 | Round Count: 7281
Red Player wins: 1005 | Yellow Player Wins: 6277 | Round Count: 7282
Red Player wins: 1005 | Yellow Player Wins: 6278 | Round Count: 7283
Red Player wins: 1006 | Yellow Player Wins: 6278 | Round Count: 7284
Red Player wins: 1006 | Yellow Player Wins: 6279 | Round Count: 7285
Red Player wins: 1006 | Yellow Player Wins: 6280 | Round Count: 7286
Red Player wins: 1007 | Yellow Player Wins: 6280 | Round Count: 7287
Red Player wins: 1007 | Yellow Player Wins: 6281 | Round Count: 7288
Red Player wins: 1007 | Yellow Player Wins: 6282 | Round Count: 7289
Red Player wins: 1008 | Yellow Player Wins: 6282 | Round Count: 7290
Red Player wins: 1009 | Yellow Player Wins: 6282 | Round Count: 7291
Red Player wins: 1009 | Yellow Player Wins: 6283 | Round Count: 7292
Red Player wins: 1009 | Yellow Player Wins: 6284 | Round Count: 7293
Red Player wins: 1009 | Yellow Player Wins: 6285 | Round Count: 7294
Red Player wins: 1009 | Yellow Player Wins: 6286 | Round Count: 7295
Red Player wins: 1009 | Yellow Player Wins: 6287 | Round Count: 7296
Red Player wins: 1009 | Yellow Player Wins: 6288 | Round Count: 7297
Red Player wins: 1009 | Yellow Player Wins: 6289 | Round Count: 7298
Red Player wins: 1009 | Yellow Player Wins: 6290 | Round Count: 7299
Red Player wins: 1009 | Yellow Player Wins: 6291 | Round Count: 7300
Red Player wins: 1009 | Yellow Player Wins: 6292 | Round Count: 7301
Red Player wins: 1009 | Yellow Player Wins: 6293 | Round Count: 7302
Red Player wins: 1009 | Yellow Player Wins: 6294 | Round Count: 7303
Red Player wins: 1009 | Yellow Player Wins: 6295 | Round Count: 7304
Red Player wins: 1010 | Yellow Player Wins: 6295 | Round Count: 7305
Red Player wins: 1010 | Yellow Player Wins: 6296 | Round Count: 7306
Red Player wins: 1010 | Yellow Player Wins: 6297 | Round Count: 7307
Red Player wins: 1010 | Yellow Player Wins: 6298 | Round Count: 7308
Red Player wins: 1010 | Yellow Player Wins: 6299 | Round Count: 7309
Red Player wins: 1010 | Yellow Player Wins: 6300 | Round Count: 7310
Red Player wins: 1011 | Yellow Player Wins: 6300 | Round Count: 7311
Red Player wins: 1011 | Yellow Player Wins: 6301 | Round Count: 7312
Red Player wins: 1012 | Yellow Player Wins: 6301 | Round Count: 7313
Red Player wins: 1012 | Yellow Player Wins: 6302 | Round Count: 7314
Red Player wins: 1012 | Yellow Player Wins: 6303 | Round Count: 7315
Red Player wins: 1012 | Yellow Player Wins: 6304 | Round Count: 7316
Red Player wins: 1012 | Yellow Player Wins: 6305 | Round Count: 7317
Red Player wins: 1012 | Yellow Player Wins: 6306 | Round Count: 7318
Red Player wins: 1012 | Yellow Player Wins: 6307 | Round Count: 7319
Red Player wins: 1012 | Yellow Player Wins: 6308 | Round Count: 7320
Red Player wins: 1012 | Yellow Player Wins: 6309 | Round Count: 7321
Red Player wins: 1012 | Yellow Player Wins: 6310 | Round Count: 7322
Red Player wins: 1012 | Yellow Player Wins: 6311 | Round Count: 7323
Red Player wins: 1012 | Yellow Player Wins: 6312 | Round Count: 7324
Red Player wins: 1012 | Yellow Player Wins: 6313 | Round Count: 7325
Red Player wins: 1012 | Yellow Player Wins: 6314 | Round Count: 7326
Red Player wins: 1012 | Yellow Player Wins: 6315 | Round Count: 7327
Red Player wins: 1012 | Yellow Player Wins: 6316 | Round Count: 7328
Red Player wins: 1012 | Yellow Player Wins: 6317 | Round Count: 7329
Red Player wins: 1012 | Yellow Player Wins: 6318 | Round Count: 7330
Red Player wins: 1012 | Yellow Player Wins: 6319 | Round Count: 7331
Red Player wins: 1013 | Yellow Player Wins: 6319 | Round Count: 7332
Red Player wins: 1013 | Yellow Player Wins: 6320 | Round Count: 7333
Red Player wins: 1014 | Yellow Player Wins: 6320 | Round Count: 7334
Red Player wins: 1014 | Yellow Player Wins: 6321 | Round Count: 7335
Red Player wins: 1014 | Yellow Player Wins: 6322 | Round Count: 7336
Red Player wins: 1014 | Yellow Player Wins: 6323 | Round Count: 7337
Red Player wins: 1014 | Yellow Player Wins: 6324 | Round Count: 7338
Red Player wins: 1014 | Yellow Player Wins: 6325 | Round Count: 7339
Red Player wins: 1014 | Yellow Player Wins: 6326 | Round Count: 7340
Red Player wins: 1014 | Yellow Player Wins: 6327 | Round Count: 7341
Red Player wins: 1014 | Yellow Player Wins: 6328 | Round Count: 7342
Red Player wins: 1014 | Yellow Player Wins: 6329 | Round Count: 7343
Red Player wins: 1014 | Yellow Player Wins: 6330 | Round Count: 7344
Red Player wins: 1014 | Yellow Player Wins: 6331 | Round Count: 7345
Red Player wins: 1014 | Yellow Player Wins: 6332 | Round Count: 7346
Red Player wins: 1014 | Yellow Player Wins: 6333 | Round Count: 7347
Red Player wins: 1015 | Yellow Player Wins: 6333 | Round Count: 7348
Red Player wins: 1016 | Yellow Player Wins: 6333 | Round Count: 7349
Red Player wins: 1016 | Yellow Player Wins: 6334 | Round Count: 7350
Red Player wins: 1016 | Yellow Player Wins: 6335 | Round Count: 7351
Red Player wins: 1016 | Yellow Player Wins: 6336 | Round Count: 7352
Red Player wins: 1016 | Yellow Player Wins: 6337 | Round Count: 7353
Red Player wins: 1016 | Yellow Player Wins: 6338 | Round Count: 7354
Red Player wins: 1016 | Yellow Player Wins: 6339 | Round Count: 7355
Red Player wins: 1017 | Yellow Player Wins: 6339 | Round Count: 7356
Red Player wins: 1017 | Yellow Player Wins: 6340 | Round Count: 7357
Red Player wins: 1017 | Yellow Player Wins: 6341 | Round Count: 7358
Red Player wins: 1017 | Yellow Player Wins: 6342 | Round Count: 7359
Red Player wins: 1017 | Yellow Player Wins: 6343 | Round Count: 7360
Red Player wins: 1017 | Yellow Player Wins: 6344 | Round Count: 7361
Red Player wins: 1017 | Yellow Player Wins: 6345 | Round Count: 7362
Red Player wins: 1017 | Yellow Player Wins: 6346 | Round Count: 7363
Red Player wins: 1017 | Yellow Player Wins: 6347 | Round Count: 7364
Red Player wins: 1017 | Yellow Player Wins: 6348 | Round Count: 7365
Red Player wins: 1017 | Yellow Player Wins: 6349 | Round Count: 7366
Red Player wins: 1017 | Yellow Player Wins: 6350 | Round Count: 7367
Red Player wins: 1017 | Yellow Player Wins: 6351 | Round Count: 7368
Red Player wins: 1017 | Yellow Player Wins: 6352 | Round Count: 7369
Red Player wins: 1017 | Yellow Player Wins: 6353 | Round Count: 7370
Red Player wins: 1017 | Yellow Player Wins: 6354 | Round Count: 7371
Red Player wins: 1017 | Yellow Player Wins: 6355 | Round Count: 7372
Red Player wins: 1017 | Yellow Player Wins: 6356 | Round Count: 7373
Red Player wins: 1017 | Yellow Player Wins: 6357 | Round Count: 7374
Red Player wins: 1017 | Yellow Player Wins: 6358 | Round Count: 7375
Red Player wins: 1018 | Yellow Player Wins: 6358 | Round Count: 7376
Red Player wins: 1019 | Yellow Player Wins: 6358 | Round Count: 7377
Red Player wins: 1019 | Yellow Player Wins: 6359 | Round Count: 7378
Red Player wins: 1019 | Yellow Player Wins: 6360 | Round Count: 7379
Red Player wins: 1019 | Yellow Player Wins: 6361 | Round Count: 7380
Red Player wins: 1019 | Yellow Player Wins: 6362 | Round Count: 7381
Red Player wins: 1019 | Yellow Player Wins: 6363 | Round Count: 7382
Red Player wins: 1019 | Yellow Player Wins: 6364 | Round Count: 7383
Red Player wins: 1019 | Yellow Player Wins: 6365 | Round Count: 7384
Red Player wins: 1019 | Yellow Player Wins: 6366 | Round Count: 7385
Red Player wins: 1019 | Yellow Player Wins: 6367 | Round Count: 7386
Red Player wins: 1020 | Yellow Player Wins: 6367 | Round Count: 7387
Red Player wins: 1021 | Yellow Player Wins: 6367 | Round Count: 7388
Red Player wins: 1021 | Yellow Player Wins: 6368 | Round Count: 7389
Red Player wins: 1022 | Yellow Player Wins: 6368 | Round Count: 7390
Red Player wins: 1022 | Yellow Player Wins: 6369 | Round Count: 7391
Red Player wins: 1022 | Yellow Player Wins: 6370 | Round Count: 7392
Red Player wins: 1022 | Yellow Player Wins: 6371 | Round Count: 7393
Red Player wins: 1022 | Yellow Player Wins: 6372 | Round Count: 7394
Red Player wins: 1022 | Yellow Player Wins: 6373 | Round Count: 7395
Red Player wins: 1022 | Yellow Player Wins: 6374 | Round Count: 7396
Red Player wins: 1022 | Yellow Player Wins: 6375 | Round Count: 7397
Red Player wins: 1022 | Yellow Player Wins: 6376 | Round Count: 7398
Red Player wins: 1023 | Yellow Player Wins: 6376 | Round Count: 7399
Red Player wins: 1024 | Yellow Player Wins: 6376 | Round Count: 7400
Red Player wins: 1024 | Yellow Player Wins: 6377 | Round Count: 7401
Red Player wins: 1024 | Yellow Player Wins: 6378 | Round Count: 7402
Red Player wins: 1024 | Yellow Player Wins: 6379 | Round Count: 7403
Red Player wins: 1024 | Yellow Player Wins: 6380 | Round Count: 7404
Red Player wins: 1024 | Yellow Player Wins: 6381 | Round Count: 7405
Red Player wins: 1024 | Yellow Player Wins: 6382 | Round Count: 7406
Red Player wins: 1024 | Yellow Player Wins: 6383 | Round Count: 7407
Red Player wins: 1024 | Yellow Player Wins: 6384 | Round Count: 7408
Red Player wins: 1024 | Yellow Player Wins: 6385 | Round Count: 7409
Red Player wins: 1024 | Yellow Player Wins: 6386 | Round Count: 7410
Red Player wins: 1024 | Yellow Player Wins: 6387 | Round Count: 7411
Red Player wins: 1024 | Yellow Player Wins: 6388 | Round Count: 7412
Red Player wins: 1024 | Yellow Player Wins: 6389 | Round Count: 7413
Red Player wins: 1024 | Yellow Player Wins: 6390 | Round Count: 7414
Red Player wins: 1024 | Yellow Player Wins: 6391 | Round Count: 7415
Red Player wins: 1024 | Yellow Player Wins: 6392 | Round Count: 7416
Red Player wins: 1024 | Yellow Player Wins: 6393 | Round Count: 7417
Red Player wins: 1024 | Yellow Player Wins: 6394 | Round Count: 7418
Red Player wins: 1024 | Yellow Player Wins: 6395 | Round Count: 7419
Red Player wins: 1024 | Yellow Player Wins: 6396 | Round Count: 7420
Red Player wins: 1024 | Yellow Player Wins: 6397 | Round Count: 7421
Red Player wins: 1024 | Yellow Player Wins: 6398 | Round Count: 7422
Red Player wins: 1024 | Yellow Player Wins: 6399 | Round Count: 7423
Red Player wins: 1025 | Yellow Player Wins: 6399 | Round Count: 7424
Red Player wins: 1025 | Yellow Player Wins: 6400 | Round Count: 7425
Red Player wins: 1025 | Yellow Player Wins: 6401 | Round Count: 7426
Red Player wins: 1025 | Yellow Player Wins: 6402 | Round Count: 7427
Red Player wins: 1025 | Yellow Player Wins: 6403 | Round Count: 7428
Red Player wins: 1025 | Yellow Player Wins: 6404 | Round Count: 7429
Red Player wins: 1026 | Yellow Player Wins: 6404 | Round Count: 7430
Red Player wins: 1027 | Yellow Player Wins: 6404 | Round Count: 7431
Red Player wins: 1027 | Yellow Player Wins: 6405 | Round Count: 7432
Red Player wins: 1027 | Yellow Player Wins: 6406 | Round Count: 7433
Red Player wins: 1027 | Yellow Player Wins: 6407 | Round Count: 7434
Red Player wins: 1027 | Yellow Player Wins: 6408 | Round Count: 7435
Red Player wins: 1028 | Yellow Player Wins: 6408 | Round Count: 7436
Red Player wins: 1028 | Yellow Player Wins: 6409 | Round Count: 7437
Red Player wins: 1029 | Yellow Player Wins: 6409 | Round Count: 7438
Red Player wins: 1029 | Yellow Player Wins: 6410 | Round Count: 7439
Red Player wins: 1029 | Yellow Player Wins: 6411 | Round Count: 7440
Red Player wins: 1030 | Yellow Player Wins: 6411 | Round Count: 7441
Red Player wins: 1030 | Yellow Player Wins: 6412 | Round Count: 7442
Red Player wins: 1030 | Yellow Player Wins: 6413 | Round Count: 7443
Red Player wins: 1030 | Yellow Player Wins: 6414 | Round Count: 7444
Red Player wins: 1031 | Yellow Player Wins: 6414 | Round Count: 7445
Red Player wins: 1031 | Yellow Player Wins: 6415 | Round Count: 7446
Red Player wins: 1031 | Yellow Player Wins: 6416 | Round Count: 7447
Red Player wins: 1031 | Yellow Player Wins: 6417 | Round Count: 7448
Red Player wins: 1031 | Yellow Player Wins: 6418 | Round Count: 7449
Red Player wins: 1031 | Yellow Player Wins: 6419 | Round Count: 7450
Red Player wins: 1031 | Yellow Player Wins: 6420 | Round Count: 7451
Red Player wins: 1032 | Yellow Player Wins: 6420 | Round Count: 7452
Red Player wins: 1032 | Yellow Player Wins: 6421 | Round Count: 7453
Red Player wins: 1032 | Yellow Player Wins: 6422 | Round Count: 7454
Red Player wins: 1032 | Yellow Player Wins: 6423 | Round Count: 7455
Red Player wins: 1032 | Yellow Player Wins: 6424 | Round Count: 7456
Red Player wins: 1032 | Yellow Player Wins: 6425 | Round Count: 7457
Red Player wins: 1032 | Yellow Player Wins: 6426 | Round Count: 7458
Red Player wins: 1032 | Yellow Player Wins: 6427 | Round Count: 7459
Red Player wins: 1032 | Yellow Player Wins: 6428 | Round Count: 7460
Red Player wins: 1032 | Yellow Player Wins: 6429 | Round Count: 7461
Red Player wins: 1033 | Yellow Player Wins: 6429 | Round Count: 7462
Red Player wins: 1034 | Yellow Player Wins: 6429 | Round Count: 7463
Red Player wins: 1034 | Yellow Player Wins: 6430 | Round Count: 7464
Red Player wins: 1034 | Yellow Player Wins: 6431 | Round Count: 7465
Red Player wins: 1034 | Yellow Player Wins: 6432 | Round Count: 7466
Red Player wins: 1034 | Yellow Player Wins: 6433 | Round Count: 7467
Red Player wins: 1034 | Yellow Player Wins: 6434 | Round Count: 7468
Red Player wins: 1034 | Yellow Player Wins: 6435 | Round Count: 7469
Red Player wins: 1034 | Yellow Player Wins: 6436 | Round Count: 7470
Red Player wins: 1034 | Yellow Player Wins: 6437 | Round Count: 7471
Red Player wins: 1034 | Yellow Player Wins: 6438 | Round Count: 7472
Red Player wins: 1034 | Yellow Player Wins: 6439 | Round Count: 7473
Red Player wins: 1034 | Yellow Player Wins: 6440 | Round Count: 7474
Red Player wins: 1034 | Yellow Player Wins: 6441 | Round Count: 7475
Red Player wins: 1034 | Yellow Player Wins: 6442 | Round Count: 7476
Red Player wins: 1035 | Yellow Player Wins: 6442 | Round Count: 7477
Red Player wins: 1035 | Yellow Player Wins: 6443 | Round Count: 7478
Red Player wins: 1035 | Yellow Player Wins: 6444 | Round Count: 7479
Red Player wins: 1035 | Yellow Player Wins: 6445 | Round Count: 7480
Red Player wins: 1036 | Yellow Player Wins: 6445 | Round Count: 7481
Red Player wins: 1036 | Yellow Player Wins: 6446 | Round Count: 7482
Red Player wins: 1036 | Yellow Player Wins: 6447 | Round Count: 7483
Red Player wins: 1036 | Yellow Player Wins: 6448 | Round Count: 7484
Red Player wins: 1036 | Yellow Player Wins: 6449 | Round Count: 7485
Red Player wins: 1036 | Yellow Player Wins: 6450 | Round Count: 7486
Red Player wins: 1036 | Yellow Player Wins: 6451 | Round Count: 7487
Red Player wins: 1036 | Yellow Player Wins: 6452 | Round Count: 7488
Red Player wins: 1036 | Yellow Player Wins: 6453 | Round Count: 7489
Red Player wins: 1036 | Yellow Player Wins: 6454 | Round Count: 7490
Red Player wins: 1036 | Yellow Player Wins: 6455 | Round Count: 7491
Red Player wins: 1037 | Yellow Player Wins: 6455 | Round Count: 7492
Red Player wins: 1037 | Yellow Player Wins: 6456 | Round Count: 7493
Red Player wins: 1037 | Yellow Player Wins: 6457 | Round Count: 7494
Red Player wins: 1037 | Yellow Player Wins: 6458 | Round Count: 7495
Red Player wins: 1037 | Yellow Player Wins: 6459 | Round Count: 7496
Red Player wins: 1037 | Yellow Player Wins: 6460 | Round Count: 7497
Red Player wins: 1037 | Yellow Player Wins: 6461 | Round Count: 7498
Red Player wins: 1037 | Yellow Player Wins: 6462 | Round Count: 7499
Red Player wins: 1037 | Yellow Player Wins: 6463 | Round Count: 7500
Red Player wins: 1037 | Yellow Player Wins: 6464 | Round Count: 7501
Red Player wins: 1038 | Yellow Player Wins: 6464 | Round Count: 7502
